index,player_id,name,exit_velocity,launch_angle,barrel_pct,hard_hit_pct,xwOBA,xBA,xSLG,superstar_similarity,breakout_score,breakout_index
0,571745,"Haniger, Mitch",36.24,5.48,3.6,18.36,0.1168,0.0864,0.1456,-9.70033116994446,9.146971428571428,3.4927806490166606
1,572138,"Singleton, Jon",35.480000000000004,5.120000000000001,3.5600000000000005,14.880000000000003,0.124,0.0912,0.15280000000000002,-9.778128075712054,8.486857142857145,3.007361577286385
2,595909,"Cave, Jake",35.0,3.0,2.08,14.840000000000002,0.11080000000000001,0.0932,0.1428,-10.176713191287137,7.895257142857143,2.473666042613859
3,605361,"Martini, Nick",51.18,6.8999999999999995,1.08,17.16,0.1548,0.1308,0.1596,-9.26666307763205,10.96645714285714,4.896521076710382
4,609280,"Andujar, Miguel",52.68,6.24,3.0,24.0,0.1944,0.1692,0.2388,-8.082795008089358,12.360342857142857,6.227401497573192
5,641343,"Bauers, Jake",35.760000000000005,9.040000000000001,4.12,17.16,0.1208,0.08040000000000001,0.1516,-9.492831598672462,9.4904,3.7954305203982606
6,643376,"Jansen, Danny",52.92,14.58,2.52,23.76,0.1848,0.11399999999999999,0.19920000000000002,-8.232378085090332,13.468285714285715,6.9580865744729
7,656976,"Smith, Pavin",54.35999999999999,4.919999999999999,10.56,25.86,0.22319999999999998,0.1392,0.2736,-7.199972036759853,13.762285714285714,7.473608388972044
8,663368,"Perkins, Blake",35.52,4.800000000000001,1.56,15.080000000000002,0.11000000000000001,0.0872,0.12440000000000001,-10.214064662937652,8.183085714285715,2.6639406011187043
9,663616,"Larnach, Trevor",90.5,10.0,6.5600000000000005,41.800000000000004,0.32399999999999995,0.253,0.3986,-4.874806253022592,21.405085714285715,13.52111812409322
10,663698,"Bart, Joey",53.04,6.419999999999999,6.119999999999999,22.38,0.20639999999999997,0.1356,0.2352,-7.90023053138469,12.648171428571429,6.483650840584593
11,663968,"Mangum, Jake",52.92,-2.28,1.9799999999999998,24.599999999999998,0.1968,0.16979999999999998,0.24839999999999998,-8.871228492253595,11.119285714285713,5.12213145232392
12,664238,"Moore, Dylan",87.5,19.6,12.400000000000002,41.16,0.3456,0.246,0.43979999999999997,-3.113188867351392,23.09877142857143,15.235183339794581
13,664728,"Isbel, Kyle",85.76,13.08,3.24,29.759999999999998,0.24259999999999998,0.2136,0.306,-6.452557254050989,18.943171428571436,11.324452823784707
14,665804,"Amaya, Miguel",35.36000000000001,4.44,1.8800000000000001,13.56,0.12,0.1004,0.1484,-10.041929437780276,7.944114285714287,2.5483011686659176
15,665828,"Cabrera, Oswaldo",53.34,4.74,0.0,20.88,0.1632,0.1422,0.17339999999999997,-9.23058155771669,11.348400000000002,5.174705532684994
16,665839,"Valdez, Enmanuel",54.059999999999995,9.36,5.1,27.06,0.213,0.1668,0.2736,-7.259405257205945,13.747628571428569,7.445518422838214
17,665966,"Narváez, Carlos",54.0,9.299999999999999,7.619999999999999,22.86,0.17759999999999998,0.132,0.24719999999999998,-7.633894911214141,13.476685714285717,7.143511526635758
18,666018,"Aranda, Jonathan",57.059999999999995,7.56,8.94,37.32,0.255,0.18059999999999998,0.357,-5.962467909424424,15.95322857142857,9.378519627172672
19,666023,"Fermin, Freddy",35.28,4.44,1.2800000000000002,13.56,0.11160000000000002,0.0976,0.13360000000000002,-10.225969189891561,7.843257142857143,2.422489243032532
20,666149,"Fitzgerald, Tyler",85.42000000000002,18.22,6.16,28.0,0.2722,0.21799999999999997,0.3318,-5.602008898024457,19.803142857142856,12.18159733059266
21,666160,"Moniak, Mickey",88.28,16.92,9.0,39.32,0.3124,0.242,0.4252,-4.0425436930935374,22.071371428571428,14.237196892071937
22,666176,"Adell, Jo",89.38,14.28,11.16,43.74,0.3036,0.2348,0.4096,-3.8700435359129433,22.786857142857144,14.789786939226117
23,666181,"Benson, Will",35.760000000000005,7.28,4.6000000000000005,16.040000000000003,0.10720000000000002,0.072,0.1332,-9.781738224368949,9.14177142857143,3.4647185326893153
24,666310,"Naylor, Bo",90.0,21.82,10.26,36.08,0.3002,0.20440000000000003,0.40340000000000004,-4.20951122359676,22.723999999999997,14.643946632920969
25,667472,"Myers, Dane",55.08,5.52,4.8,26.4,0.22619999999999998,0.1998,0.2934,-7.296844235557057,13.217057142857142,7.062886729332883
26,668709,"Bleday, JJ",89.1,19.200000000000003,5.24,39.74,0.3046,0.225,0.3592,-4.971713044859215,22.024114285714283,13.925366086542233
27,668901,"Vientos, Mark",90.48,10.92,9.42,42.64,0.31479999999999997,0.23759999999999998,0.40900000000000003,-4.372975313995513,22.0602,14.130247405801345
28,669003,"Mitchell, Garrett",54.24,6.48,4.02,25.32,0.17579999999999998,0.14159999999999998,0.207,-8.228333091012223,12.94062857142857,6.589940072696333
29,669065,"Stowers, Kyle",54.0,6.180000000000001,11.28,30.0,0.2364,0.18059999999999998,0.3222,-6.3711963975147485,14.599885714285714,8.308561080745573
30,669224,"Wells, Austin",89.66,20.1,11.620000000000001,45.199999999999996,0.3216,0.2306,0.43799999999999994,-3.258535449026436,23.938599999999997,15.779459365292066
31,669234,"Malloy, Justyn-Henry",52.5,13.02,4.5,21.0,0.1998,0.12359999999999999,0.222,-7.929589291131488,13.080771428571426,6.777663212660552
32,669364,"Edwards, Xavier",51.0,6.3,0.0,14.1,0.1668,0.1464,0.17459999999999998,-9.381888659947384,10.269685714285712,4.374213402015783
33,669397,"Allen, Nick",51.3,6.78,0.0,17.7,0.156,0.144,0.17039999999999997,-9.277990711374505,10.892914285714287,4.841642786587649
34,669701,"Smith, Josh",88.39999999999999,11.559999999999999,5.680000000000001,37.64,0.3232,0.2606,0.39159999999999995,-5.032636636565838,20.60791428571429,12.91574900903025
35,669707,"Triolo, Jared",35.36000000000001,5.36,2.12,15.64,0.1156,0.08960000000000001,0.1328,-10.021532797769439,8.402571428571429,2.8753401606691686
36,669911,"Toglia, Michael",90.29999999999998,15.579999999999998,12.08,44.08,0.3022,0.2206,0.41059999999999997,-3.739569665529698,23.281914285714276,15.175469100341083
37,670223,"Mervis, Matt",54.24,12.54,7.5,26.279999999999998,0.1524,0.0954,0.2016,-7.915970382060838,14.429914285714286,7.726148885381749
38,670224,"Misner, Kameron",52.98,8.04,3.48,20.88,0.17159999999999997,0.1392,0.2256,-8.338624550816492,12.273771428571427,6.09005263475505
39,671218,"Ramos, Heliot",90.72,10.52,13.24,44.98,0.33320000000000005,0.2476,0.46540000000000004,-3.5431642482695374,22.92945714285714,14.987670725519134
40,671221,"Waters, Drew",51.48,5.1,2.28,15.839999999999998,0.177,0.1584,0.21419999999999997,-8.827352306861787,10.749942857142859,4.876754307941464
41,671289,"Freeman, Tyler",35.080000000000005,5.2,1.2800000000000002,13.840000000000002,0.1208,0.0944,0.13520000000000001,-10.13871231031475,7.964342857142859,2.5334263069055765
42,671732,"Butler, Lawrence",91.88,12.08,10.940000000000001,45.120000000000005,0.31620000000000004,0.2334,0.4314,-3.912532248786473,23.000142857142855,14.926340325364055
43,672640,"Lopez, Otto",86.62,4.92,7.26,31.22,0.3388,0.286,0.4426,-5.4333309759592066,18.72677142857143,11.478740707212237
44,672761,"Pérez, Wenceel",35.36000000000001,7.2,1.72,12.240000000000002,0.1164,0.0964,0.1416,-10.01948493341067,8.124914285714286,2.6815945199767994
45,672820,"Sosa, Lenyn",89.84,15.420000000000002,6.34,38.68,0.3154,0.278,0.4256,-4.470296945523015,21.61414285714286,13.788810916343097
46,676059,"Westburg, Jordan",89.6,13.58,12.46,42.44,0.3392,0.2672,0.4736,-3.243676345832992,22.737142857142857,14.942897096250102
47,676356,"DeLuca, Jonny",33.839999999999996,6.48,1.56,11.200000000000001,0.10880000000000001,0.09200000000000001,0.1272,-10.26096379797496,7.629714285714286,2.262510860607512
48,676391,"Clement, Ernie",86.04,20.74,3.2,20.82,0.2706,0.243,0.3358,-6.284813223049545,18.807057142857143,11.279496033085136
49,676572,"Wagaman, Eric",54.9,4.74,5.1,29.339999999999996,0.21119999999999997,0.17279999999999998,0.2934,-7.4149661968844045,13.536771428571427,7.251250140934677
50,676609,"Caballero, José",82.98,17.099999999999998,3.42,19.86,0.26880000000000004,0.21939999999999998,0.2904,-6.649295866650454,17.734085714285715,10.419071240004863
51,676914,"Schneider, Davis",35.44,8.56,4.800000000000001,15.200000000000001,0.1168,0.0792,0.1432,-9.5932509140862,9.191314285714284,3.555944725774139
52,677008,"Kjerstad, Heston",54.35999999999999,10.2,7.14,29.52,0.201,0.1518,0.2958,-6.928689120798182,14.55265714285714,8.108253263760544
53,677347,"Paris, Kyren",52.74,7.8,11.46,31.92,0.1902,0.1284,0.2568,-7.003811198845376,14.927914285714285,8.348396640346387
54,677587,"Rocchio, Brayan",85.38,8.74,3.46,26.439999999999998,0.28400000000000003,0.22859999999999997,0.3152,-6.575850732826082,17.8354,10.512024780152174
55,677800,"Abreu, Wilyer",91.41999999999999,22.439999999999998,13.32,49.84,0.365,0.2572,0.5032000000000001,-2.142655728124711,25.449342857142856,17.171743281562584
56,678246,"Vargas, Miguel",54.12,11.76,3.24,24.12,0.177,0.1314,0.20400000000000001,-8.131577073897027,13.393199999999998,6.93576687783089
57,678882,"Rafaela, Ceddanne",88.94,12.02,10.74,41.58,0.31020000000000003,0.24760000000000001,0.4214,-4.047120101299251,22.03702857142857,14.211783969610224
58,679032,"Rojas, Johan",34.28,1.92,1.0,10.96,0.1,0.09000000000000001,0.1168,-10.704398329221675,6.923828571428572,1.6353605012334977
59,680474,"Schuemann, Max",35.6,6.640000000000001,2.2399999999999998,14.96,0.1184,0.0888,0.13520000000000001,-9.938023302977156,8.540342857142857,2.996833009106853
60,680777,"Jeffers, Ryan",89.30000000000001,16.619999999999997,8.239999999999998,43.099999999999994,0.3388,0.24980000000000002,0.44420000000000004,-3.8463262772302715,22.61325714285714,14.675382116830916
61,680869,"Gelof, Zack",35.68,5.68,3.5200000000000005,14.880000000000003,0.10840000000000001,0.0796,0.1388,-9.951485328025607,8.583828571428572,3.023234401592318
62,681297,"Cowser, Colton",36.2,5.2,5.44,18.44,0.13040000000000002,0.09200000000000001,0.1748,-9.309308900186085,9.382457142857143,3.774927329944175
63,681351,"O'Hoppe, Logan",90.52,19.68,17.160000000000004,48.04,0.34540000000000004,0.2516,0.508,-1.9748430066159082,25.215,17.058047098015226
64,681460,"Baldwin, Brooks",53.58,7.619999999999999,3.36,21.96,0.177,0.147,0.24180000000000001,-8.199183295942392,12.440828571428574,6.248825011217283
65,681624,"Pages, Andy",88.36,18.52,9.379999999999999,35.06,0.31079999999999997,0.2378,0.4016,-4.216511190678438,21.752885714285714,13.962066642796469
66,681807,"Fry, David",35.32,7.840000000000001,3.0,15.040000000000001,0.13040000000000002,0.0984,0.15760000000000002,-9.580417865539557,8.798057142857143,3.284514640338133
67,682668,"Acuña, Luisangel",53.64,3.0599999999999996,0.0,22.38,0.1818,0.1626,0.1938,-9.034185138379266,11.37402857142857,5.251564458486218
68,683737,"Busch, Michael",89.66,16.36,11.68,39.120000000000005,0.33940000000000003,0.23199999999999998,0.45039999999999997,-3.5355916511759493,22.548828571428572,14.723502504647215
69,686217,"Frelick, Sal",84.9,6.58,0.92,25.26,0.3026,0.2622,0.3262,-7.025523702560335,16.935857142857145,9.7474428892319
70,686469,"Pasquantino, Vinnie",90.52,18.08,8.36,43.379999999999995,0.3094,0.239,0.4266,-3.9725360097780706,23.044999999999998,14.939739197066578
71,686611,"Crews, Dylan",54.24,3.6599999999999997,8.88,24.42,0.2004,0.1554,0.2808,-7.487320608242992,13.119514285714287,6.937463817527102
72,686676,"Lee, Korey",35.32,3.84,3.0,15.040000000000001,0.1024,0.0848,0.13520000000000001,-10.131319984728457,8.217485714285713,2.712844004581462
73,686780,"Pagés, Pedro",52.85999999999999,9.059999999999999,2.5799999999999996,19.74,0.1542,0.1386,0.1974,-8.637387549818119,12.104314285714283,5.881803735054563
74,687263,"Neto, Zach",35.4,4.920000000000001,3.3600000000000003,15.52,0.1268,0.0944,0.1656,-9.705209193454573,8.512400000000001,3.0471172419636283
75,687363,"Scott II, Victor",52.440000000000005,8.819999999999999,3.78,19.5,0.17039999999999997,0.1386,0.1986,-8.432072708578247,12.149657142857142,5.975138187426525
76,687401,"Ortiz, Joey",85.03999999999999,14.46,3.6399999999999997,34.379999999999995,0.2858,0.23340000000000002,0.328,-5.7969840703774365,19.76674285714285,12.097624778886765
77,687462,"Horwitz, Spencer",35.28,5.48,3.2,14.64,0.13520000000000001,0.10160000000000001,0.1676,-9.631988744132395,8.4292,3.0108433767602816
78,687597,"Beck, Jordan",55.08,8.76,13.02,28.679999999999996,0.219,0.14459999999999998,0.3186,-6.40534853289228,15.174599999999998,8.700615440132315
79,689414,"Hicks, Liam",49.92,6.96,0.0,14.16,0.18539999999999998,0.1566,0.2058,-9.105477786082497,10.226828571428571,4.427136664175251
80,690993,"Keith, Colt",86.3,8.84,7.159999999999998,34.76,0.34099999999999997,0.2522,0.414,-5.0437383214683615,19.72388571428571,12.293598503559489
81,691016,"Soderstrom, Tyler",55.5,6.96,9.24,29.4,0.23399999999999999,0.18,0.33180000000000004,-6.468635167207219,14.5494,8.243989449837835
82,691026,"Winn, Masyn",88.2,15.96,7.6,35.46,0.3074,0.25,0.373,-4.665161639578781,21.164342857142856,13.415491508126363
83,691176,"Domínguez, Jasson",53.279999999999994,8.64,3.78,30.479999999999997,0.18,0.1344,0.213,-7.954221844424988,13.815342857142854,7.2844734466725
84,691406,"Caminero, Junior",55.08,2.82,6.180000000000001,30.299999999999997,0.195,0.1596,0.2772,-7.625901723453305,13.573114285714283,7.213409482964007
85,691718,"Crow-Armstrong, Pete",89.2,19.54,11.0,38.84,0.3248,0.2524,0.46240000000000003,-3.387866536550499,22.8028,14.94560003903485
86,692225,"Campbell, Kristian",53.940000000000005,7.5,5.52,26.82,0.2238,0.1668,0.28319999999999995,-7.261128832978293,13.493399999999998,7.267041350106511
87,693304,"Gonzales, Nick",35.160000000000004,5.2,3.16,14.76,0.1268,0.10800000000000001,0.1628,-9.67184800622363,8.382514285714286,2.9662055981329116
88,693307,"Dingler, Dillon",54.18,10.2,6.48,28.62,0.195,0.1656,0.28859999999999997,-7.0140538271590245,14.304171428571427,7.908703851852293
89,694192,"Chourio, Jackson",88.56,9.64,8.100000000000001,43.760000000000005,0.3046,0.25780000000000003,0.42279999999999995,-4.578919715260397,21.577885714285713,13.73084408542188
90,694374,"Tawa, Tim",54.42,5.1,7.319999999999999,25.74,0.2238,0.1572,0.2976,-7.283293971916545,13.322657142857143,7.140871808425035
91,694384,"Schanuel, Nolan",86.52,9.219999999999999,3.3200000000000003,24.979999999999997,0.30179999999999996,0.245,0.3466,-6.404468511684153,17.84762857142857,10.571999446494752
92,694671,"Langford, Wyatt",90.19999999999999,18.4,10.32,43.64,0.352,0.25639999999999996,0.4714,-3.1802029095784827,23.37711428571429,15.409919127126457
93,695578,"Wood, James",55.32,0.78,9.78,31.32,0.23099999999999998,0.15,0.3234,-7.170889356360621,13.986342857142857,7.639173193091812
94,696100,"Goodman, Hunter",53.52,10.26,4.919999999999999,28.26,0.183,0.1344,0.2316,-7.694572340269918,13.929857142857145,7.442528297919026
95,696285,"Young, Jacob",86.22,-1.4,0.6400000000000001,28.479999999999997,0.2956,0.25660000000000005,0.3026,-7.808304112556702,16.39925714285714,9.136988766232989
96,700242,"Sweeney, Trey",53.4,2.5799999999999996,4.44,25.2,0.18239999999999998,0.1362,0.22319999999999998,-8.426965542468942,12.308828571428572,6.088090337259318
97,700250,"Rice, Ben",55.98,7.38,12.0,33.6,0.2382,0.1626,0.3342,-6.106823147842284,15.670714285714286,9.137453055647315
98,700932,"Manzardo, Kyle",53.58,12.42,8.819999999999999,26.4,0.198,0.12,0.2766,-7.066706141504672,14.544942857142857,8.061448157548599
99,701358,"Smith, Cam",52.02,3.3,4.44,23.34,0.1908,0.14759999999999998,0.2268,-8.335025902565835,11.952171428571427,5.866012229230247
100,701538,"Merrill, Jackson",36.160000000000004,5.84,4.5200000000000005,17.56,0.1476,0.12,0.21240000000000003,-8.996102334964728,9.222857142857142,3.757169299510581
101,702176,"Roden, Alan",50.76,2.22,1.08,18.96,0.1344,0.0966,0.1398,-9.883007355918869,10.484399999999997,4.374177793224337
102,702616,"Holliday, Jackson",54.0,6.24,4.56,25.439999999999998,0.20759999999999998,0.162,0.2754,-7.654042454223743,12.983571428571429,6.792287263732877
103,805779,"Wilson, Jacob",52.08,4.38,1.38,16.139999999999997,0.19920000000000002,0.1974,0.24419999999999997,-8.605936010216514,10.660114285714288,4.880299196935047
104,808982,"Lee, Jung Hoo",53.699999999999996,6.359999999999999,2.64,19.5,0.21059999999999998,0.18359999999999999,0.2628,-8.067745902663683,11.836714285714283,5.865376229200894
