"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Duran, Jarren","680776","2024","735","515",0.285,0.271,0.013999999999999957,0.492,0.448,0.043999999999999984,0.357,0.338,0.01899999999999996
"Ohtani, Shohei","660271","2024","731","479",0.31,0.314,-0.0040000000000000036,0.646,0.66,-0.014000000000000012,0.431,0.442,-0.01100000000000001
"Henderson, Gunnar","683002","2024","719","475",0.281,0.283,-0.0019999999999999463,0.529,0.492,0.03700000000000003,0.381,0.374,0.007000000000000006
"Semien, Marcus","543760","2024","718","546",0.237,0.251,-0.014000000000000012,0.391,0.391,0,0.306,0.313,-0.007000000000000006
"Soto, Juan","665742","2024","713","461",0.288,0.316,-0.028000000000000025,0.569,0.646,-0.07700000000000007,0.421,0.462,-0.041000000000000036
"Witt Jr., Bobby","677951","2024","709","538",0.332,0.315,0.017000000000000015,0.588,0.577,0.01100000000000001,0.41,0.407,0.0030000000000000027
"Judge, Aaron","592450","2024","704","390",0.322,0.31,0.01200000000000001,0.701,0.723,-0.02200000000000002,0.476,0.479,-0.0030000000000000027
"Guerrero Jr., Vladimir","665489","2024","697","524",0.323,0.321,0.0020000000000000018,0.544,0.567,-0.02299999999999991,0.398,0.408,-0.009999999999999953
"De La Cruz, Elly","682829","2024","696","403",0.259,0.24,0.019000000000000017,0.471,0.428,0.04299999999999998,0.349,0.328,0.020999999999999963
"Tovar, Ezequiel","678662","2024","695","467",0.269,0.233,0.036000000000000004,0.469,0.401,0.06799999999999995,0.324,0.289,0.03500000000000003
"Alonso, Pete","624413","2024","695","440",0.24,0.242,-0.0020000000000000018,0.459,0.461,-0.0020000000000000018,0.34,0.343,-0.0030000000000000027
"Schwarber, Kyle","656941","2024","692","384",0.248,0.256,-0.008000000000000007,0.485,0.512,-0.027000000000000024,0.366,0.38,-0.014000000000000012
"Reynolds, Bryan","668804","2024","692","469",0.275,0.27,0.0050000000000000044,0.447,0.463,-0.016000000000000014,0.343,0.35,-0.006999999999999951
"Lindor, Francisco","596019","2024","689","494",0.273,0.283,-0.009999999999999953,0.5,0.528,-0.028000000000000025,0.363,0.379,-0.016000000000000014
"Volpe, Anthony","683011","2024","689","486",0.243,0.238,0.0050000000000000044,0.364,0.332,0.03199999999999997,0.287,0.278,0.008999999999999952
"Adames, Willy","642715","2024","688","440",0.251,0.243,0.008000000000000007,0.462,0.461,0.0010000000000000009,0.342,0.339,0.0030000000000000027
"Ozuna, Marcell","542303","2024","688","440",0.302,0.286,0.016000000000000014,0.546,0.572,-0.025999999999999912,0.395,0.402,-0.007000000000000006
"Olson, Matt","621566","2024","685","435",0.247,0.247,0,0.457,0.448,0.009000000000000008,0.339,0.341,-0.0020000000000000018
"Carroll, Corbin","682998","2024","684","471",0.231,0.241,-0.009999999999999981,0.428,0.391,0.03699999999999998,0.325,0.324,0.0010000000000000009
"Altuve, Jose","514888","2024","682","509",0.295,0.262,0.032999999999999974,0.439,0.399,0.03999999999999998,0.344,0.316,0.02799999999999997
"Ramírez, José","608070","2024","682","544",0.279,0.259,0.020000000000000018,0.537,0.453,0.08400000000000002,0.364,0.329,0.034999999999999976
"Contreras, William","661388","2024","679","459",0.281,0.269,0.01200000000000001,0.466,0.471,-0.004999999999999949,0.359,0.358,0.0010000000000000009
"Arraez, Luis","650333","2024","672","611",0.314,0.31,0.0040000000000000036,0.392,0.4,-0.008000000000000007,0.323,0.325,-0.0020000000000000018
"Profar, Jurickson","595777","2024","668","473",0.28,0.282,-0.0019999999999999463,0.459,0.444,0.015000000000000013,0.365,0.364,0.0010000000000000009
"Torres, Gleyber","650402","2024","665","461",0.257,0.24,0.017000000000000015,0.378,0.368,0.010000000000000009,0.313,0.307,0.006000000000000005
"Santander, Anthony","623993","2024","665","471",0.235,0.228,0.0069999999999999785,0.506,0.445,0.061,0.345,0.324,0.020999999999999963
"Nimmo, Brandon","607043","2024","663","416",0.224,0.244,-0.01999999999999999,0.399,0.408,-0.008999999999999952,0.321,0.335,-0.014000000000000012
"Ward, Taylor","621493","2024","663","430",0.246,0.251,-0.0050000000000000044,0.426,0.458,-0.03200000000000003,0.325,0.344,-0.01899999999999996
"Castellanos, Nick","592206","2024","659","469",0.254,0.271,-0.017000000000000015,0.431,0.441,-0.010000000000000009,0.321,0.333,-0.01200000000000001
"Happ, Ian","664023","2024","657","403",0.243,0.243,0,0.441,0.446,-0.0050000000000000044,0.341,0.345,-0.003999999999999948
"Steer, Spencer","668715","2024","656","439",0.225,0.235,-0.009999999999999981,0.402,0.379,0.02300000000000002,0.316,0.315,0.0010000000000000009
"Cronenworth, Jake","630105","2024","656","463",0.241,0.259,-0.018000000000000016,0.39,0.42,-0.02999999999999997,0.315,0.335,-0.020000000000000018
"Goldschmidt, Paul","502671","2024","654","428",0.245,0.255,-0.010000000000000009,0.414,0.45,-0.03600000000000003,0.31,0.329,-0.019000000000000017
"Donovan, Brendan","680977","2024","652","511",0.278,0.277,0.0010000000000000009,0.417,0.419,-0.0020000000000000018,0.332,0.335,-0.0030000000000000027
"Hernández, Teoscar","606192","2024","652","402",0.272,0.25,0.02200000000000002,0.501,0.486,0.015000000000000013,0.36,0.346,0.014000000000000012
"Perez, Salvador","521692","2024","652","467",0.271,0.275,-0.0040000000000000036,0.456,0.522,-0.066,0.335,0.36,-0.024999999999999967
"Peña, Jeremy","665161","2024","650","500",0.266,0.263,0.0030000000000000027,0.394,0.394,0,0.305,0.31,-0.0050000000000000044
"Arozarena, Randy","668227","2024","648","384",0.219,0.219,0,0.388,0.381,0.007000000000000006,0.32,0.324,-0.0040000000000000036
"Chapman, Matt","656305","2024","647","419",0.247,0.25,-0.0030000000000000027,0.463,0.451,0.01200000000000001,0.34,0.341,-0.0010000000000000009
"McMahon, Ryan","641857","2024","645","386",0.242,0.243,-0.0010000000000000009,0.397,0.414,-0.01699999999999996,0.315,0.325,-0.010000000000000009
"Machado, Manny","592518","2024","643","473",0.275,0.272,0.0030000000000000027,0.472,0.461,0.010999999999999954,0.34,0.338,0.0020000000000000018
"Bleday, JJ","668709","2024","642","448",0.243,0.24,0.0030000000000000027,0.437,0.397,0.03999999999999998,0.33,0.316,0.014000000000000012
"Paredes, Isaac","670623","2024","641","443",0.238,0.22,0.017999999999999988,0.393,0.337,0.055999999999999994,0.327,0.304,0.02300000000000002
"Hoerner, Nico","663538","2024","641","519",0.273,0.28,-0.007000000000000006,0.373,0.353,0.020000000000000018,0.313,0.313,0
"Suárez, Eugenio","553993","2024","640","406",0.256,0.247,0.009000000000000008,0.469,0.447,0.021999999999999964,0.337,0.33,0.007000000000000006
"Freeman, Freddie","518692","2024","638","450",0.282,0.278,0.003999999999999948,0.476,0.466,0.009999999999999953,0.365,0.367,-0.0020000000000000018
"Rutschman, Adley","668939","2024","638","475",0.25,0.255,-0.0050000000000000044,0.391,0.393,-0.0020000000000000018,0.309,0.315,-0.006000000000000005
"India, Jonathan","663697","2024","637","417",0.248,0.266,-0.018000000000000016,0.392,0.412,-0.019999999999999962,0.333,0.352,-0.01899999999999996
"Winn, Masyn","691026","2024","637","486",0.267,0.256,0.01100000000000001,0.416,0.358,0.057999999999999996,0.315,0.293,0.02200000000000002
"García, Adolis","666969","2024","637","409",0.224,0.227,-0.0030000000000000027,0.4,0.413,-0.012999999999999956,0.296,0.306,-0.010000000000000009
"Arenado, Nolan","571448","2024","635","493",0.272,0.255,0.017000000000000015,0.394,0.356,0.038000000000000034,0.314,0.296,0.018000000000000016
"Castro, Willi","650489","2024","635","413",0.247,0.244,0.0030000000000000027,0.385,0.381,0.0040000000000000036,0.317,0.32,-0.0030000000000000027
"Alvarez, Yordan","670541","2024","635","461",0.308,0.303,0.0050000000000000044,0.567,0.595,-0.028000000000000025,0.402,0.411,-0.008999999999999952
"Bregman, Alex","608324","2024","634","499",0.26,0.257,0.0030000000000000027,0.453,0.417,0.03600000000000003,0.331,0.319,0.01200000000000001
"Giménez, Andrés","665926","2024","633","495",0.252,0.262,-0.010000000000000009,0.34,0.355,-0.014999999999999958,0.281,0.296,-0.014999999999999958
"Naylor, Josh","647304","2024","633","462",0.243,0.257,-0.014000000000000012,0.456,0.443,0.013000000000000012,0.332,0.335,-0.0030000000000000027
"Harper, Bryce","547180","2024","631","415",0.285,0.267,0.01799999999999996,0.525,0.474,0.051000000000000045,0.38,0.357,0.02300000000000002
"Raleigh, Cal","663728","2024","628","376",0.22,0.233,-0.013000000000000012,0.436,0.476,-0.03999999999999998,0.323,0.346,-0.022999999999999965
"Garcia, Maikel","672580","2024","626","481",0.231,0.26,-0.028999999999999998,0.332,0.366,-0.033999999999999975,0.27,0.3,-0.02999999999999997
"De La Cruz, Bryan","650559","2024","622","419",0.233,0.242,-0.00899999999999998,0.384,0.419,-0.034999999999999976,0.283,0.302,-0.019000000000000017
"Díaz, Yandy","650490","2024","621","472",0.281,0.277,0.0040000000000000036,0.414,0.423,-0.009000000000000008,0.331,0.336,-0.0050000000000000044
"Chisholm Jr., Jazz","665862","2024","621","412",0.256,0.24,0.016000000000000014,0.436,0.415,0.02100000000000002,0.327,0.316,0.01100000000000001
"Verdugo, Alex","657077","2024","621","478",0.233,0.25,-0.016999999999999987,0.356,0.373,-0.017000000000000015,0.283,0.302,-0.019000000000000017
"Diaz, Yainer","673237","2024","619","486",0.299,0.299,0,0.441,0.458,-0.017000000000000015,0.329,0.339,-0.010000000000000009
"Vaughn, Andrew","683734","2024","619","443",0.246,0.244,0.0020000000000000018,0.402,0.44,-0.03799999999999998,0.304,0.319,-0.015000000000000013
"Turang, Brice","668930","2024","619","462",0.254,0.261,-0.007000000000000006,0.349,0.34,0.008999999999999952,0.294,0.297,-0.0030000000000000027
"Springer, George","543807","2024","614","432",0.22,0.244,-0.023999999999999994,0.371,0.402,-0.031000000000000028,0.298,0.322,-0.02400000000000002
"Rooker, Brent","667670","2024","614","373",0.293,0.266,0.02699999999999997,0.562,0.557,0.0050000000000000044,0.392,0.38,0.01200000000000001
"Rodríguez, Julio","677594","2024","613","413",0.273,0.275,-0.0020000000000000018,0.409,0.463,-0.05400000000000005,0.321,0.344,-0.022999999999999965
"Morel, Christopher","666624","2024","611","381",0.196,0.225,-0.028999999999999998,0.346,0.399,-0.05300000000000005,0.28,0.316,-0.035999999999999976
"Schanuel, Nolan","694384","2024","607","426",0.25,0.254,-0.0040000000000000036,0.362,0.355,0.007000000000000006,0.315,0.318,-0.0030000000000000027
"Bohm, Alec","664761","2024","606","474",0.28,0.288,-0.007999999999999952,0.448,0.444,0.0040000000000000036,0.335,0.342,-0.007000000000000006
"Bell, Josh","605137","2024","603","421",0.249,0.239,0.010000000000000009,0.405,0.396,0.009000000000000008,0.317,0.31,0.007000000000000006
"Doyle, Brenton","686668","2024","603","401",0.26,0.254,0.006000000000000005,0.446,0.436,0.010000000000000009,0.328,0.329,-0.0010000000000000009
"Neto, Zach","687263","2024","602","407",0.249,0.236,0.013000000000000012,0.443,0.414,0.029000000000000026,0.33,0.317,0.013000000000000012
"Arcia, Orlando","606115","2024","602","431",0.218,0.206,0.01200000000000001,0.354,0.323,0.030999999999999972,0.273,0.261,0.01200000000000001
"Abrams, CJ","682928","2024","602","418",0.246,0.247,-0.0010000000000000009,0.433,0.409,0.02400000000000002,0.322,0.319,0.0030000000000000027
"Devers, Rafael","646240","2024","601","384",0.272,0.272,0,0.516,0.509,0.007000000000000006,0.364,0.364,0
"Cruz, Oneil","665833","2024","599","364",0.259,0.263,-0.0040000000000000036,0.449,0.461,-0.01200000000000001,0.331,0.34,-0.009000000000000008
"Burleson, Alec","676475","2024","595","478",0.269,0.273,-0.0040000000000000036,0.42,0.435,-0.015000000000000013,0.319,0.329,-0.010000000000000009
"Santana, Carlos","467793","2024","594","424",0.238,0.246,-0.008000000000000007,0.42,0.415,0.0050000000000000044,0.326,0.33,-0.0040000000000000036
"Swanson, Dansby","621020","2024","593","393",0.242,0.244,-0.0020000000000000018,0.39,0.416,-0.025999999999999968,0.307,0.321,-0.014000000000000012
"Merrill, Jackson","701538","2024","593","462",0.292,0.3,-0.008000000000000007,0.5,0.531,-0.031000000000000028,0.352,0.369,-0.017000000000000015
"Smith, Josh","669701","2024","592","407",0.258,0.242,0.016000000000000014,0.394,0.352,0.04200000000000004,0.323,0.304,0.019000000000000017
"Suzuki, Seiya","673548","2024","585","356",0.283,0.255,0.02799999999999997,0.482,0.453,0.02899999999999997,0.365,0.346,0.019000000000000017
"Greene, Riley","682985","2024","584","358",0.262,0.253,0.009000000000000008,0.479,0.477,0.0020000000000000018,0.355,0.353,0.0020000000000000018
"Marte, Ketel","606466","2024","583","407",0.292,0.294,-0.0020000000000000018,0.56,0.538,0.02200000000000002,0.391,0.392,-0.0010000000000000009
"Burger, Jake","669394","2024","579","389",0.25,0.256,-0.006000000000000005,0.46,0.476,-0.01599999999999996,0.325,0.338,-0.013000000000000012
"Soler, Jorge","624585","2024","574","356",0.241,0.244,-0.0030000000000000027,0.442,0.447,-0.0050000000000000044,0.34,0.346,-0.00599999999999995
"Chourio, Jackson","694192","2024","573","410",0.275,0.274,0.0010000000000000009,0.464,0.43,0.03400000000000003,0.339,0.328,0.01100000000000001
"Rafaela, Ceddanne","678882","2024","571","398",0.246,0.229,0.016999999999999987,0.39,0.368,0.02200000000000002,0.286,0.273,0.012999999999999956
"Stott, Bryson","681082","2024","571","422",0.245,0.254,-0.009000000000000008,0.356,0.363,-0.007000000000000006,0.296,0.306,-0.010000000000000009
"Bellinger, Cody","641355","2024","569","432",0.266,0.242,0.02400000000000002,0.426,0.391,0.034999999999999976,0.322,0.301,0.02100000000000002
"Vierling, Matt","663837","2024","567","402",0.257,0.256,0.0010000000000000009,0.423,0.393,0.02999999999999997,0.317,0.309,0.008000000000000007
"Busch, Michael","683737","2024","567","338",0.248,0.217,0.031,0.44,0.418,0.02200000000000002,0.336,0.319,0.017000000000000015
"Lowe, Nathaniel","663993","2024","565","365",0.265,0.252,0.013000000000000012,0.401,0.38,0.02100000000000002,0.337,0.328,0.009000000000000008
"Cowser, Colton","681297","2024","561","330",0.242,0.23,0.011999999999999983,0.447,0.437,0.010000000000000009,0.331,0.326,0.0050000000000000044
"Langford, Wyatt","694671","2024","557","387",0.253,0.257,-0.0040000000000000036,0.415,0.427,-0.01200000000000001,0.321,0.331,-0.010000000000000009
"Keith, Colt","690993","2024","556","408",0.26,0.266,-0.006000000000000005,0.38,0.393,-0.013000000000000012,0.301,0.311,-0.010000000000000009
"Pasquantino, Vinnie","686469","2024","554","439",0.262,0.266,-0.0040000000000000036,0.446,0.438,0.008000000000000007,0.325,0.331,-0.006000000000000005
"Gurriel Jr., Lourdes","666971","2024","553","417",0.279,0.267,0.01200000000000001,0.435,0.421,0.014000000000000012,0.327,0.319,0.008000000000000007
"Walker, Christian","572233","2024","552","354",0.251,0.246,0.0050000000000000044,0.468,0.457,0.01100000000000001,0.343,0.351,-0.007999999999999952
"Gelof, Zack","680869","2024","547","317",0.211,0.199,0.011999999999999983,0.362,0.347,0.015000000000000013,0.276,0.271,0.0050000000000000044
"Smith, Will","669257","2024","544","379",0.248,0.24,0.008000000000000007,0.433,0.443,-0.010000000000000009,0.326,0.331,-0.0050000000000000044
"Kwan, Steven","680757","2024","540","431",0.292,0.284,0.008000000000000007,0.425,0.385,0.03999999999999998,0.349,0.333,0.01599999999999996
"Turner, Trea","607208","2024","539","408",0.295,0.264,0.030999999999999972,0.469,0.419,0.04999999999999999,0.349,0.318,0.030999999999999972
"Turner, Justin","457759","2024","539","372",0.259,0.252,0.007000000000000006,0.383,0.383,0,0.327,0.328,-0.0010000000000000009
"Rodgers, Brendan","663898","2024","539","372",0.267,0.248,0.019000000000000017,0.407,0.377,0.02999999999999997,0.314,0.295,0.019000000000000017
"Sánchez, Jesús","660821","2024","537","352",0.252,0.264,-0.01200000000000001,0.417,0.468,-0.051000000000000045,0.317,0.343,-0.026000000000000023
"France, Ty","664034","2024","535","370",0.234,0.228,0.006000000000000005,0.365,0.387,-0.02200000000000002,0.296,0.303,-0.007000000000000006
"Langeliers, Shea","669127","2024","534","343",0.224,0.241,-0.016999999999999987,0.45,0.456,-0.006000000000000005,0.315,0.328,-0.013000000000000012
"Seager, Corey","608369","2024","533","381",0.278,0.289,-0.010999999999999954,0.512,0.561,-0.049000000000000044,0.365,0.39,-0.025000000000000022
"Taveras, Leody","665750","2024","529","375",0.229,0.24,-0.010999999999999982,0.352,0.368,-0.016000000000000014,0.282,0.295,-0.013000000000000012
"Thomas, Lane","657041","2024","528","340",0.237,0.242,-0.0050000000000000044,0.4,0.377,0.02300000000000002,0.309,0.307,0.0020000000000000018
"García Jr., Luis","671277","2024","528","415",0.282,0.278,0.003999999999999948,0.444,0.452,-0.008000000000000007,0.328,0.331,-0.0030000000000000027
"Frelick, Sal","686217","2024","524","400",0.259,0.246,0.013000000000000012,0.335,0.304,0.031000000000000028,0.292,0.278,0.013999999999999957
"Benintendi, Andrew","643217","2024","522","384",0.229,0.243,-0.013999999999999985,0.396,0.389,0.007000000000000006,0.298,0.303,-0.0050000000000000044
"O'Hoppe, Logan","681351","2024","522","326",0.244,0.251,-0.007000000000000006,0.409,0.454,-0.04500000000000004,0.311,0.331,-0.020000000000000018
"Young, Jacob","696285","2024","521","377",0.256,0.253,0.0030000000000000027,0.331,0.317,0.014000000000000012,0.29,0.286,0.0040000000000000036
"Ramos, Heliot","671218","2024","518","344",0.269,0.25,0.019000000000000017,0.469,0.481,-0.01200000000000001,0.339,0.338,0.0010000000000000009
"Hoskins, Rhys","656555","2024","517","306",0.214,0.202,0.011999999999999983,0.419,0.387,0.03199999999999997,0.313,0.301,0.01200000000000001
"Betts, Mookie","605141","2024","516","397",0.289,0.282,0.007000000000000006,0.491,0.447,0.043999999999999984,0.371,0.356,0.015000000000000013
"McCutchen, Andrew","457705","2024","515","317",0.232,0.227,0.0050000000000000044,0.411,0.421,-0.010000000000000009,0.325,0.327,-0.0020000000000000018
"Stephenson, Tyler","663886","2024","515","342",0.258,0.241,0.017000000000000015,0.444,0.403,0.04099999999999998,0.339,0.322,0.017000000000000015
