"last_name, first_name",match_name,year,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,hard_hit_percent,xwoba,xba,xslg
"Schneider, Davis","Bellinger, Cody",2028,87.10000000000001,28.6,14.100000000000001,39.300000000000004,0.39299999999999996,0.3340000000000001,0.5469999999999999
"Rocchio, Brayan","Anderson, Tim",2025,87.1,7.299999999999999,4.3999999999999995,32.0,0.324,0.272,0.395
"Rocchio, Brayan","Anderson, Tim",2026,88.5,3.1999999999999984,9.799999999999999,39.900000000000006,0.40399999999999997,0.33699999999999997,0.539
"Rocchio, Brayan","Anderson, Tim",2027,92.3,-3.3000000000000025,12.899999999999999,54.3,0.45599999999999996,0.394,0.6240000000000001
"Rocchio, Brayan","Anderson, Tim",2028,94.3,-12.100000000000003,11.099999999999998,65.8,0.46299999999999997,0.425,0.6020000000000001
"Duran, Ezequiel","Cabrera, Asdrúbal",2025,88.39999999999999,10.5,7.699999999999999,44.099999999999994,0.333,0.266,0.441
"Duran, Ezequiel","Cabrera, Asdrúbal",2026,89.59999999999998,9.5,9.2,50.4,0.337,0.263,0.451
"Duran, Ezequiel","Cabrera, Asdrúbal",2027,89.79999999999997,8.4,9.2,52.4,0.337,0.247,0.436
"Duran, Ezequiel","Cabrera, Asdrúbal",2028,90.39999999999996,6.6,10.0,57.4,0.337,0.236,0.442
"Abreu, Wilyer","Yastrzemski, Mike",2025,92.0,19.7,11.899999999999999,53.7,0.313,0.228,0.379
"Abreu, Wilyer","Yastrzemski, Mike",2026,92.5,19.900000000000002,11.399999999999999,58.400000000000006,0.32,0.23900000000000002,0.367
"Abreu, Wilyer","Yastrzemski, Mike",2027,93.4,19.600000000000005,11.599999999999998,60.10000000000001,0.303,0.23700000000000002,0.333
"Abreu, Wilyer","Yastrzemski, Mike",2028,94.30000000000001,19.300000000000008,11.799999999999997,61.80000000000001,0.286,0.23500000000000001,0.29900000000000004
"Tovar, Ezequiel","Taylor, Chris",2025,87.57999999999998,9.08,11.84,44.86,0.33979999999999994,0.272,0.477
"Tovar, Ezequiel","Taylor, Chris",2026,86.87999999999998,10.08,13.739999999999998,44.46,0.34779999999999994,0.27,0.49299999999999994
"Tovar, Ezequiel","Taylor, Chris",2027,84.17999999999998,15.180000000000001,15.239999999999998,43.36,0.33879999999999993,0.25300000000000006,0.48899999999999993
"Tovar, Ezequiel","Taylor, Chris",2028,81.47999999999998,20.28,16.74,42.26,0.3297999999999999,0.23600000000000007,0.48499999999999993
"Rafaela, Ceddanne","Grisham, Trent",2025,86.1,17.7,10.399999999999999,35.6,0.26,0.193,0.358
"Rafaela, Ceddanne","Grisham, Trent",2026,87.6,23.7,17.1,38.800000000000004,0.273,0.17,0.386
"Rafaela, Ceddanne","Grisham, Trent",2027,89.1,29.7,23.8,42.00000000000001,0.28600000000000003,0.14700000000000002,0.41400000000000003
"Rafaela, Ceddanne","Grisham, Trent",2028,90.6,35.699999999999996,30.5,45.20000000000001,0.29900000000000004,0.12400000000000003,0.44200000000000006
"Rojas, Johan","Segura, Jean",2025,84.3,3.5999999999999996,-0.20000000000000018,28.1,0.22599999999999998,0.22300000000000003,0.235
"Rojas, Johan","Segura, Jean",2026,83.0,3.499999999999999,-2.5,26.6,0.19699999999999995,0.22200000000000003,0.16899999999999998
"Rojas, Johan","Segura, Jean",2027,82.2,2.799999999999999,-5.2,25.500000000000007,0.16799999999999993,0.21800000000000003,0.11099999999999999
"Rojas, Johan","Segura, Jean",2028,80.9,6.099999999999998,-5.000000000000001,30.20000000000001,0.1469999999999999,0.194,0.04299999999999998
"Torkelson, Spencer","Yastrzemski, Mike",2025,90.52000000000001,19.46,10.459999999999999,47.38,0.3054,0.2248,0.3652
"Torkelson, Spencer","Yastrzemski, Mike",2026,91.02000000000001,19.660000000000004,9.959999999999999,52.080000000000005,0.3124,0.2358,0.3532
"Torkelson, Spencer","Yastrzemski, Mike",2027,91.92000000000002,19.360000000000007,10.159999999999998,53.78000000000001,0.2954,0.2338,0.31920000000000004
"Torkelson, Spencer","Yastrzemski, Mike",2028,92.82000000000002,19.06000000000001,10.359999999999998,55.48000000000001,0.2784,0.2318,0.28520000000000006
"McLain, Matt","Swanson, Dansby",2025,91.2,14.100000000000001,16.8,50.0,0.4009999999999999,0.29600000000000004,0.55
"McLain, Matt","Swanson, Dansby",2026,92.3,14.700000000000001,24.1,56.7,0.47399999999999987,0.332,0.661
"McLain, Matt","Swanson, Dansby",2027,93.6,14.700000000000001,31.400000000000002,65.4,0.5249999999999999,0.352,0.753
"McLain, Matt","Swanson, Dansby",2028,95.8,16.3,38.10000000000001,77.7,0.5809999999999998,0.378,0.851
"Gelof, Zack","Davis, Chris",2025,88.2,12.0,6.500000000000002,38.7,0.24700000000000005,0.202,0.301
"Gelof, Zack","Davis, Chris",2026,86.4,9.9,1.7000000000000028,34.800000000000004,0.1660000000000001,0.17,0.16199999999999998
"Gelof, Zack","Davis, Chris",2027,84.60000000000001,7.800000000000001,-3.099999999999996,30.900000000000006,0.08500000000000013,0.138,0.022999999999999965
"Gelof, Zack","Davis, Chris",2028,82.80000000000001,5.700000000000001,-7.899999999999995,27.000000000000007,0.00400000000000017,0.10600000000000001,-0.11600000000000005
"Stott, Bryson","Crawford, Brandon",2025,86.03999999999999,10.840000000000002,4.4399999999999995,31.36,0.29219999999999996,0.24819999999999998,0.3582
"Stott, Bryson","Crawford, Brandon",2026,84.63999999999999,9.240000000000002,2.6399999999999992,29.959999999999994,0.28019999999999995,0.24719999999999998,0.32520000000000004
"Stott, Bryson","Crawford, Brandon",2027,83.53999999999998,4.640000000000002,2.6399999999999992,30.359999999999992,0.26919999999999994,0.23319999999999996,0.3122000000000001
"Stott, Bryson","Crawford, Brandon",2028,83.33999999999997,4.140000000000002,6.639999999999999,35.05999999999999,0.26119999999999993,0.21619999999999995,0.30220000000000014
"Cowser, Colton","Davis, Chris",2025,89.5,10.8,11.300000000000002,47.6,0.30200000000000005,0.23300000000000004,0.391
"Cowser, Colton","Davis, Chris",2026,87.7,8.700000000000001,6.5000000000000036,43.7,0.22100000000000009,0.20100000000000004,0.252
"Cowser, Colton","Davis, Chris",2027,85.9,6.600000000000001,1.7000000000000046,39.800000000000004,0.14000000000000012,0.16900000000000004,0.11299999999999999
"Cowser, Colton","Davis, Chris",2028,84.10000000000001,4.500000000000002,-3.0999999999999943,35.900000000000006,0.05900000000000016,0.13700000000000004,-0.026000000000000023
"O'Hoppe, Logan","Machado, Manny",2025,91.4,14.4,13.2,50.599999999999994,0.325,0.24100000000000005,0.44599999999999995
"O'Hoppe, Logan","Machado, Manny",2026,92.7,14.3,15.2,55.599999999999994,0.328,0.23600000000000004,0.43299999999999994
"O'Hoppe, Logan","Machado, Manny",2027,93.60000000000001,12.8,13.899999999999999,56.099999999999994,0.30500000000000005,0.20800000000000007,0.37099999999999994
"O'Hoppe, Logan","Machado, Manny",2028,93.50000000000001,13.9,15.599999999999998,56.39999999999999,0.32400000000000007,0.21900000000000008,0.38599999999999995
"Outman, James","Taylor, Chris",2025,87.0,8.4,14.299999999999999,46.4,0.375,0.261,0.478
"Outman, James","Taylor, Chris",2026,86.3,9.4,16.199999999999996,46.0,0.383,0.259,0.49399999999999994
"Outman, James","Taylor, Chris",2027,83.6,14.500000000000002,17.699999999999996,44.9,0.374,0.24200000000000005,0.48999999999999994
"Outman, James","Taylor, Chris",2028,80.89999999999999,19.6,19.199999999999996,43.8,0.365,0.22500000000000006,0.48599999999999993
"Pages, Andy","Escobar, Eduardo",2025,89.39999999999999,20.500000000000004,9.2,40.400000000000006,0.301,0.26,0.354
"Pages, Andy","Escobar, Eduardo",2026,88.6,22.900000000000006,11.1,43.5,0.303,0.255,0.34299999999999997
"Pages, Andy","Escobar, Eduardo",2027,89.1,25.10000000000001,13.5,49.7,0.291,0.244,0.30599999999999994
"Pages, Andy","Escobar, Eduardo",2028,89.6,27.30000000000001,15.9,55.900000000000006,0.27899999999999997,0.23299999999999998,0.2689999999999999
"Alvarez, Francisco","McMahon, Ryan",2025,89.72,14.240000000000002,5.240000000000001,43.74,0.3244,0.2566,0.4206
"Alvarez, Francisco","McMahon, Ryan",2026,91.32000000000001,15.840000000000003,4.440000000000002,47.24,0.35840000000000005,0.3006,0.45459999999999995
"Alvarez, Francisco","McMahon, Ryan",2027,92.02000000000001,16.340000000000003,4.640000000000003,48.440000000000005,0.3974000000000001,0.34259999999999996,0.5105999999999999
"Alvarez, Francisco","McMahon, Ryan",2028,94.02000000000001,17.140000000000004,4.340000000000004,55.14000000000001,0.4264000000000001,0.38259999999999994,0.5355999999999999
"De La Cruz, Elly","Cruz Jr., Nelson",2025,90.16000000000001,8.46,8.719999999999999,41.68,0.326,0.24899999999999994,0.4152
"De La Cruz, Elly","Cruz Jr., Nelson",2026,89.46000000000002,10.060000000000002,6.02,40.980000000000004,0.325,0.25099999999999995,0.3852
"De La Cruz, Elly","Cruz Jr., Nelson",2027,88.56000000000003,11.960000000000003,9.419999999999998,40.080000000000005,0.34299999999999997,0.2619999999999999,0.4272
"De La Cruz, Elly","Cruz Jr., Nelson",2028,85.56000000000003,10.160000000000004,7.919999999999998,34.88000000000001,0.32899999999999996,0.2519999999999999,0.3772000000000001
"Carroll, Corbin","Conforto, Michael",2025,88.78,6.699999999999999,6.46,38.239999999999995,0.33499999999999996,0.27080000000000004,0.382
"Carroll, Corbin","Conforto, Michael",2026,88.48,2.6999999999999993,2.46,38.83999999999999,0.294,0.2538,0.291
"Carroll, Corbin","Conforto, Michael",2027,89.48,1.5999999999999996,2.3600000000000003,45.639999999999986,0.27299999999999996,0.24880000000000002,0.26299999999999996
"Carroll, Corbin","Conforto, Michael",2028,90.48,0.5,2.2600000000000007,52.43999999999998,0.25199999999999995,0.24380000000000002,0.23499999999999993
"Volpe, Anthony","Báez, Javier",2025,88.6,8.82,6.039999999999999,38.74,0.28200000000000003,0.23399999999999999,0.35860000000000003
"Volpe, Anthony","Báez, Javier",2026,87.4,9.52,1.5399999999999991,35.74,0.21700000000000003,0.18499999999999997,0.23960000000000004
"Volpe, Anthony","Báez, Javier",2027,86.9,10.52,2.34,37.64000000000001,0.198,0.15999999999999995,0.19060000000000005
"Volpe, Anthony","Báez, Javier",2028,84.20000000000002,10.52,-2.26,32.34000000000001,0.139,0.12399999999999994,0.06560000000000005
"Baty, Brett","Grichuk, Randal",2025,90.39999999999999,10.100000000000001,5.000000000000001,45.8,0.26399999999999996,0.20299999999999999,0.316
"Baty, Brett","Grichuk, Randal",2026,91.49999999999999,6.200000000000001,0.6000000000000014,49.8,0.21199999999999997,0.16399999999999998,0.21799999999999997
"Baty, Brett","Grichuk, Randal",2027,92.19999999999997,7.600000000000001,-3.499999999999999,55.49999999999999,0.20199999999999996,0.15899999999999997,0.17499999999999993
"Baty, Brett","Grichuk, Randal",2028,92.89999999999996,9.000000000000002,-7.599999999999999,61.19999999999999,0.19199999999999995,0.15399999999999997,0.1319999999999999
"Busch, Michael","Grisham, Trent",2025,89.4,20.0,14.099999999999998,38.6,0.306,0.18099999999999997,0.408
"Busch, Michael","Grisham, Trent",2026,90.9,26.0,20.799999999999997,41.800000000000004,0.319,0.15799999999999997,0.436
"Busch, Michael","Grisham, Trent",2027,92.4,32.0,27.5,45.00000000000001,0.332,0.13499999999999998,0.464
"Busch, Michael","Grisham, Trent",2028,93.9,38.0,34.2,48.20000000000001,0.34500000000000003,0.11199999999999999,0.49200000000000005
"Frelick, Sal","Escobar, Alcides",2025,83.4,14.299999999999999,1.6000000000000003,22.9,0.28800000000000003,0.255,0.33699999999999997
"Frelick, Sal","Escobar, Alcides",2026,84.0,15.499999999999998,2.3000000000000007,26.799999999999997,0.30000000000000004,0.24899999999999997,0.34199999999999997
"Frelick, Sal","Escobar, Alcides",2027,84.6,16.699999999999996,3.000000000000001,30.699999999999996,0.31200000000000006,0.24299999999999997,0.347
"Frelick, Sal","Escobar, Alcides",2028,85.19999999999999,17.9,3.700000000000001,34.599999999999994,0.32400000000000007,0.23699999999999996,0.352
"Pasquantino, Vinnie","Grichuk, Randal",2025,91.89999999999999,18.1,4.4,48.0,0.295,0.232,0.372
"Pasquantino, Vinnie","Grichuk, Randal",2026,92.99999999999999,14.200000000000001,8.881784197001252e-16,52.0,0.243,0.193,0.27399999999999997
"Pasquantino, Vinnie","Grichuk, Randal",2027,93.69999999999997,15.600000000000001,-4.1,57.699999999999996,0.23299999999999998,0.188,0.23099999999999993
"Pasquantino, Vinnie","Grichuk, Randal",2028,94.39999999999996,17.0,-8.2,63.39999999999999,0.22299999999999998,0.183,0.1879999999999999
"Lee, Korey","Báez, Javier",2025,88.8,7.7,7.6,37.900000000000006,0.248,0.20999999999999996,0.339
"Lee, Korey","Báez, Javier",2026,87.60000000000001,8.400000000000002,3.0999999999999996,34.900000000000006,0.183,0.16099999999999995,0.22000000000000003
"Lee, Korey","Báez, Javier",2027,87.10000000000001,9.400000000000002,3.9000000000000004,36.80000000000001,0.16399999999999998,0.13599999999999993,0.17100000000000004
"Lee, Korey","Báez, Javier",2028,84.40000000000002,9.400000000000002,-0.6999999999999993,31.500000000000014,0.10499999999999998,0.09999999999999992,0.04600000000000004
"Wiemer, Joey","Báez, Javier",2025,89.8,8.600000000000001,9.2,39.400000000000006,0.28099999999999997,0.20700000000000002,0.37099999999999994
"Wiemer, Joey","Báez, Javier",2026,88.60000000000001,9.3,4.699999999999999,36.400000000000006,0.21599999999999997,0.158,0.25199999999999995
"Wiemer, Joey","Báez, Javier",2027,88.10000000000001,10.3,5.5,38.30000000000001,0.19699999999999995,0.13299999999999998,0.20299999999999996
"Wiemer, Joey","Báez, Javier",2028,85.40000000000002,10.3,0.9000000000000004,33.000000000000014,0.13799999999999996,0.09699999999999998,0.07799999999999996
"Neto, Zach","Crawford, Brandon",2025,87.1,10.700000000000001,8.8,37.599999999999994,0.302,0.22499999999999995,0.4
"Neto, Zach","Crawford, Brandon",2026,85.69999999999999,9.100000000000001,7.0,36.19999999999999,0.29,0.22399999999999995,0.36700000000000005
"Neto, Zach","Crawford, Brandon",2027,84.59999999999998,4.500000000000002,7.0,36.59999999999999,0.27899999999999997,0.20999999999999994,0.3540000000000001
"Neto, Zach","Crawford, Brandon",2028,84.39999999999998,4.000000000000002,11.0,41.29999999999998,0.27099999999999996,0.19299999999999992,0.34400000000000014
"Ortiz, Joey","Báez, Javier",2025,88.3,8.0,4.699999999999999,38.7,0.297,0.232,0.34400000000000003
"Ortiz, Joey","Báez, Javier",2026,87.10000000000001,8.700000000000003,0.1999999999999993,35.7,0.23199999999999998,0.183,0.22500000000000003
"Ortiz, Joey","Báez, Javier",2027,86.60000000000001,9.700000000000003,1.0,37.60000000000001,0.21299999999999997,0.15799999999999997,0.17600000000000005
"Ortiz, Joey","Báez, Javier",2028,83.90000000000002,9.700000000000003,-3.5999999999999996,32.30000000000001,0.15399999999999997,0.12199999999999997,0.051000000000000045
"Keith, Colt","Realmuto, J.T.",2025,88.5,15.700000000000001,8.3,41.0,0.32699999999999996,0.258,0.421
"Keith, Colt","Realmuto, J.T.",2026,90.6,20.0,10.7,46.6,0.33299999999999996,0.252,0.44599999999999995
"Keith, Colt","Realmuto, J.T.",2027,92.6,21.5,18.0,53.5,0.3539999999999999,0.21899999999999997,0.49999999999999994
"Keith, Colt","Realmuto, J.T.",2028,93.99999999999999,22.900000000000002,20.299999999999997,62.7,0.3479999999999999,0.19299999999999995,0.4719999999999999
"Walker, Jordan","Turner, Trea",2025,89.5,9.799999999999999,10.2,41.2,0.37599999999999995,0.291,0.486
"Walker, Jordan","Turner, Trea",2026,88.69999999999999,11.299999999999999,10.8,45.400000000000006,0.4009999999999999,0.31599999999999995,0.516
"Walker, Jordan","Turner, Trea",2027,87.19999999999999,11.599999999999998,11.600000000000001,45.00000000000001,0.3969999999999999,0.31299999999999994,0.49299999999999994
"Walker, Jordan","Turner, Trea",2028,86.69999999999999,14.699999999999998,13.200000000000001,45.20000000000001,0.3879999999999999,0.29999999999999993,0.48499999999999993
"Winn, Masyn","Pillar, Kevin",2025,85.9,14.6,4.1000000000000005,31.600000000000005,0.315,0.268,0.398
"Winn, Masyn","Pillar, Kevin",2026,86.10000000000001,19.8,6.800000000000001,38.10000000000001,0.34700000000000003,0.29000000000000004,0.46900000000000003
"Winn, Masyn","Pillar, Kevin",2027,85.40000000000002,22.3,8.700000000000001,38.70000000000001,0.35800000000000004,0.29400000000000004,0.519
"Winn, Masyn","Pillar, Kevin",2028,85.40000000000002,24.1,11.100000000000001,45.000000000000014,0.3970000000000001,0.30800000000000005,0.593
"Chourio, Jackson","Anderson, Tim",2025,92.2,5.499999999999998,8.2,54.6,0.377,0.33599999999999997,0.5230000000000001
"Chourio, Jackson","Anderson, Tim",2026,93.60000000000001,1.3999999999999977,13.599999999999998,62.5,0.45699999999999996,0.40099999999999997,0.667
"Chourio, Jackson","Anderson, Tim",2027,97.4,-5.100000000000003,16.7,76.9,0.5089999999999999,0.45799999999999996,0.7520000000000001
"Chourio, Jackson","Anderson, Tim",2028,99.4,-13.900000000000004,14.899999999999999,88.4,0.516,0.489,0.7300000000000002
"Schanuel, Nolan","Crawford, J.P.",2025,84.89999999999999,9.4,3.1000000000000005,24.499999999999996,0.338,0.256,0.357
"Schanuel, Nolan","Crawford, J.P.",2026,86.89999999999999,14.7,5.5,30.099999999999998,0.38000000000000006,0.259,0.40199999999999997
"Schanuel, Nolan","Crawford, J.P.",2027,88.1,18.099999999999998,9.6,37.3,0.39100000000000007,0.229,0.42599999999999993
"Schanuel, Nolan","Crawford, J.P.",2028,89.3,21.499999999999996,13.7,44.499999999999986,0.4020000000000001,0.199,0.4499999999999999
"Langford, Wyatt","Benintendi, Andrew",2025,90.1,21.400000000000002,11.0,47.4,0.31600000000000006,0.23600000000000004,0.432
"Langford, Wyatt","Benintendi, Andrew",2026,91.1,24.0,13.5,56.9,0.2940000000000001,0.21500000000000008,0.439
"Langford, Wyatt","Benintendi, Andrew",2027,91.7,23.8,12.2,61.9,0.27500000000000013,0.20600000000000013,0.39699999999999996
"Langford, Wyatt","Benintendi, Andrew",2028,89.7,25.5,8.7,55.199999999999996,0.23200000000000015,0.19400000000000017,0.32299999999999995
"Young, Jacob","Kiner-Falefa, Isiah",2025,86.5,2.8999999999999995,1.0,30.200000000000003,0.284,0.248,0.30100000000000005
"Young, Jacob","Kiner-Falefa, Isiah",2026,89.8,4.699999999999999,2.3,40.60000000000001,0.287,0.235,0.30000000000000004
"Young, Jacob","Kiner-Falefa, Isiah",2027,90.39999999999999,8.399999999999999,2.8,41.5,0.27799999999999997,0.21899999999999997,0.29700000000000004
"Young, Jacob","Kiner-Falefa, Isiah",2028,90.99999999999999,12.099999999999998,3.3,42.400000000000006,0.26899999999999996,0.20299999999999996,0.29400000000000004
